id;frage_id;antwort;punkte;erstellt_am
00000000-0000-0000-0000-000000000235;00000000-0000-0000-0000-000000000065;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000236;00000000-0000-0000-0000-000000000065;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000237;00000000-0000-0000-0000-000000000065;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000238;00000000-0000-0000-0000-000000000065;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000239;00000000-0000-0000-0000-000000000066;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000240;00000000-0000-0000-0000-000000000066;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000241;00000000-0000-0000-0000-000000000066;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000242;00000000-0000-0000-0000-000000000066;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000243;00000000-0000-0000-0000-000000000066;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000244;00000000-0000-0000-0000-000000000066;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000245;00000000-0000-0000-0000-000000000066;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000246;00000000-0000-0000-0000-000000000068;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000247;00000000-0000-0000-0000-000000000068;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000248;00000000-0000-0000-0000-000000000068;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000249;00000000-0000-0000-0000-000000000068;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000250;00000000-0000-0000-0000-000000000069;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000251;00000000-0000-0000-0000-000000000069;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000252;00000000-0000-0000-0000-000000000069;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000253;00000000-0000-0000-0000-000000000069;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000254;00000000-0000-0000-0000-000000000069;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000255;00000000-0000-0000-0000-000000000069;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000256;00000000-0000-0000-0000-000000000069;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000257;00000000-0000-0000-0000-000000000072;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000258;00000000-0000-0000-0000-000000000072;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000259;00000000-0000-0000-0000-000000000072;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000260;00000000-0000-0000-0000-000000000072;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000261;00000000-0000-0000-0000-000000000073;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000262;00000000-0000-0000-0000-000000000073;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000263;00000000-0000-0000-0000-000000000073;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000264;00000000-0000-0000-0000-000000000073;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000265;00000000-0000-0000-0000-000000000073;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000266;00000000-0000-0000-0000-000000000073;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000267;00000000-0000-0000-0000-000000000075;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000268;00000000-0000-0000-0000-000000000075;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000269;00000000-0000-0000-0000-000000000075;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000270;00000000-0000-0000-0000-000000000075;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000271;00000000-0000-0000-0000-000000000076;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000272;00000000-0000-0000-0000-000000000076;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000273;00000000-0000-0000-0000-000000000076;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000274;00000000-0000-0000-0000-000000000076;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000275;00000000-0000-0000-0000-000000000076;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000276;00000000-0000-0000-0000-000000000076;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000277;00000000-0000-0000-0000-000000000076;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000278;00000000-0000-0000-0000-000000000078;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000279;00000000-0000-0000-0000-000000000078;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000280;00000000-0000-0000-0000-000000000078;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000281;00000000-0000-0000-0000-000000000078;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000282;00000000-0000-0000-0000-000000000079;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000283;00000000-0000-0000-0000-000000000079;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000284;00000000-0000-0000-0000-000000000079;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000285;00000000-0000-0000-0000-000000000079;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000286;00000000-0000-0000-0000-000000000079;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000287;00000000-0000-0000-0000-000000000079;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000288;00000000-0000-0000-0000-000000000082;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000289;00000000-0000-0000-0000-000000000082;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000290;00000000-0000-0000-0000-000000000082;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000291;00000000-0000-0000-0000-000000000082;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000292;00000000-0000-0000-0000-000000000083;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000293;00000000-0000-0000-0000-000000000083;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000294;00000000-0000-0000-0000-000000000083;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000295;00000000-0000-0000-0000-000000000083;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000296;00000000-0000-0000-0000-000000000083;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000297;00000000-0000-0000-0000-000000000083;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000298;00000000-0000-0000-0000-000000000085;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000299;00000000-0000-0000-0000-000000000085;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000300;00000000-0000-0000-0000-000000000085;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000301;00000000-0000-0000-0000-000000000085;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000302;00000000-0000-0000-0000-000000000086;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000303;00000000-0000-0000-0000-000000000086;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000304;00000000-0000-0000-0000-000000000086;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000305;00000000-0000-0000-0000-000000000086;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000306;00000000-0000-0000-0000-000000000086;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000307;00000000-0000-0000-0000-000000000086;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000308;00000000-0000-0000-0000-000000000088;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000309;00000000-0000-0000-0000-000000000088;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000310;00000000-0000-0000-0000-000000000088;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000311;00000000-0000-0000-0000-000000000088;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000312;00000000-0000-0000-0000-000000000089;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000313;00000000-0000-0000-0000-000000000089;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000314;00000000-0000-0000-0000-000000000089;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000315;00000000-0000-0000-0000-000000000089;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000316;00000000-0000-0000-0000-000000000089;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000317;00000000-0000-0000-0000-000000000089;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000318;00000000-0000-0000-0000-000000000092;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000319;00000000-0000-0000-0000-000000000092;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000320;00000000-0000-0000-0000-000000000092;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000321;00000000-0000-0000-0000-000000000092;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000322;00000000-0000-0000-0000-000000000093;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000323;00000000-0000-0000-0000-000000000093;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000324;00000000-0000-0000-0000-000000000093;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000325;00000000-0000-0000-0000-000000000093;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000326;00000000-0000-0000-0000-000000000093;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000327;00000000-0000-0000-0000-000000000093;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000328;00000000-0000-0000-0000-000000000095;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000329;00000000-0000-0000-0000-000000000095;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000330;00000000-0000-0000-0000-000000000095;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000331;00000000-0000-0000-0000-000000000095;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000332;00000000-0000-0000-0000-000000000096;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000333;00000000-0000-0000-0000-000000000096;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000334;00000000-0000-0000-0000-000000000096;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000335;00000000-0000-0000-0000-000000000096;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000336;00000000-0000-0000-0000-000000000096;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000337;00000000-0000-0000-0000-000000000096;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000338;00000000-0000-0000-0000-000000000096;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000339;00000000-0000-0000-0000-000000000098;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000340;00000000-0000-0000-0000-000000000098;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000341;00000000-0000-0000-0000-000000000098;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000342;00000000-0000-0000-0000-000000000098;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000343;00000000-0000-0000-0000-000000000099;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000344;00000000-0000-0000-0000-000000000099;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000345;00000000-0000-0000-0000-000000000099;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000346;00000000-0000-0000-0000-000000000099;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000347;00000000-0000-0000-0000-000000000099;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000348;00000000-0000-0000-0000-000000000099;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000349;00000000-0000-0000-0000-000000000102;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000350;00000000-0000-0000-0000-000000000102;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000351;00000000-0000-0000-0000-000000000102;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000352;00000000-0000-0000-0000-000000000102;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000353;00000000-0000-0000-0000-000000000103;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000354;00000000-0000-0000-0000-000000000103;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000355;00000000-0000-0000-0000-000000000103;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000356;00000000-0000-0000-0000-000000000103;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000357;00000000-0000-0000-0000-000000000103;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000358;00000000-0000-0000-0000-000000000103;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000359;00000000-0000-0000-0000-000000000103;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000360;00000000-0000-0000-0000-000000000105;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000361;00000000-0000-0000-0000-000000000105;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000362;00000000-0000-0000-0000-000000000105;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000363;00000000-0000-0000-0000-000000000105;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000364;00000000-0000-0000-0000-000000000106;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000365;00000000-0000-0000-0000-000000000106;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000366;00000000-0000-0000-0000-000000000106;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000367;00000000-0000-0000-0000-000000000106;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000368;00000000-0000-0000-0000-000000000106;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000369;00000000-0000-0000-0000-000000000106;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000370;00000000-0000-0000-0000-000000000108;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000371;00000000-0000-0000-0000-000000000108;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000372;00000000-0000-0000-0000-000000000108;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000373;00000000-0000-0000-0000-000000000108;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000374;00000000-0000-0000-0000-000000000109;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000375;00000000-0000-0000-0000-000000000109;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000376;00000000-0000-0000-0000-000000000109;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000377;00000000-0000-0000-0000-000000000109;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000378;00000000-0000-0000-0000-000000000109;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000379;00000000-0000-0000-0000-000000000109;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000380;00000000-0000-0000-0000-000000000122;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000381;00000000-0000-0000-0000-000000000122;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000382;00000000-0000-0000-0000-000000000122;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000383;00000000-0000-0000-0000-000000000122;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000384;00000000-0000-0000-0000-000000000122;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000385;00000000-0000-0000-0000-000000000122;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000386;00000000-0000-0000-0000-000000000123;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000387;00000000-0000-0000-0000-000000000123;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000388;00000000-0000-0000-0000-000000000123;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000389;00000000-0000-0000-0000-000000000123;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000390;00000000-0000-0000-0000-000000000125;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000391;00000000-0000-0000-0000-000000000125;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000392;00000000-0000-0000-0000-000000000125;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000393;00000000-0000-0000-0000-000000000125;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000394;00000000-0000-0000-0000-000000000126;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000395;00000000-0000-0000-0000-000000000126;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000396;00000000-0000-0000-0000-000000000126;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000397;00000000-0000-0000-0000-000000000126;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000398;00000000-0000-0000-0000-000000000126;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000399;00000000-0000-0000-0000-000000000126;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000400;00000000-0000-0000-0000-000000000126;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000401;00000000-0000-0000-0000-000000000129;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000402;00000000-0000-0000-0000-000000000129;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000403;00000000-0000-0000-0000-000000000129;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000404;00000000-0000-0000-0000-000000000129;Ich reagiere abwehrend;0.0;2024-01-02
